11333,1559,1412,52492,0
11227,1559,1412,53221,0
3222,1559,1412,53950,0
8707,1559,1412,54679,0
5094,1563,1416,54786,0
1175,1563,1416,55515,0
12680,1567,1417,56168,0
5124,1571,1418,56885,0
17057,1571,1418,57614,0
17710,1572,1418,58342,0
20577,1648,1492,58968,0
6679,1648,1492,59697,0
10618,1665,1508,60408,0
12860,1665,1508,61137,0
17073,1665,1508,61866,0
1512,1667,1509,61952,0
5399,1694,1533,62101,0
5410,1694,1533,62830,0
13112,1698,1536,62944,0
6846,1698,1536,63673,0
989,1709,1541,64282,0
9314,1709,1541,65011,0
14355,1754,1585,65177,0
6030,1754,1585,65906,0
1486,1754,1585,66635,0
7051,1754,1585,67364,0
16485,1755,1585,68092,0
6297,1755,1585,68821,0
21456,1762,1587,69543,0
4273,1762,1587,70272,0
8777,1762,1587,71001,0
2686,1762,1587,71730,0
298,1770,1594,71902,0
20214,1857,1678,72559,0
6428,1857,1678,73288,0
20707,1872,1690,73414,0
12268,1872,1690,74143,0
15414,1872,1690,74872,0
3326,1872,1690,75601,0
16915,1872,1690,76330,0
14117,1872,1690,77059,0
9123,1874,1691,77749,0
21815,1926,1740,77900,0
5663,1926,1740,78629,0
696,1954,1766,78813,0
2722,1954,1766,79542,0
6955,1954,1766,80271,0
21069,1966,1776,80925,0
21402,1978,1784,81615,0
17123,1978,1784,82344,0
5232,1978,1784,83073,0
12841,1988,1793,83747,0
1833,1988,1793,84476,0
18501,1999,1802,84661,0
4867,1999,1802,85390,0
15275,2011,1811,86072,0
14997,2011,1811,86801,0
15978,2024,1823,87528,0
16835,2024,1823,88257,0
14934,2024,1823,88986,0
12275,2024,1823,89715,0
17714,2024,1823,90444,0
21656,2095,1888,90640,0
12127,2119,1908,90829,0
15930,2119,1908,91558,0
8830,2120,1908,92286,0
7242,2122,1908,93013,0
16445,2137,1920,93677,0
16666,2137,1920,94406,0
10512,2137,1920,95135,0
17835,2137,1920,95864,0
8668,2137,1920,96593,0
2893,2153,1935,96742,0
5967,2153,1935,97471,0
12315,2154,1935,98199,0
1999,2154,1935,98928,0
8095,2191,1969,99629,0
15184,2191,1969,100358,0
11745,2191,1969,101087,0
16124,2192,1970,101144,0
19222,2259,2033,101793,0
2583,2269,2039,102509,0
8923,2269,2039,103238,0
8375,2269,2039,103967,0
18518,2290,2057,104644,0
11967,2295,2061,105342,0
16986,2295,2061,106071,0
5683,2295,2061,106800,0
9125,2295,2061,107529,0
10216,2295,2061,108258,0
11239,2295,2061,108987,0
18729,2298,2063,109677,0
1932,2302,2066,110357,0
12492,2302,2066,111086,0
16372,2308,2071,111223,0
16278,2308,2071,111952,0
14147,2309,2072,112079,0
12025,2313,2075,112206,0
5545,2313,2075,112935,0
9480,2350,2111,113084,0
10789,2361,2114,113802,0
14367,2361,2114,114531,0
1462,2361,2114,115260,0
21250,2470,2218,115407,0
5102,2470,2218,116136,0
8999,2470,2218,116865,0
13366,2470,2218,117594,0
4269,2472,2219,117657,0
9896,2520,2264,118375,0
17535,2522,2265,118434,0
17177,2535,2274,119125,0
7545,2535,2274,119854,0
9264,2535,2274,120583,0
16215,2536,2275,120715,0
10831,2538,2275,121442,0
4969,2538,2275,122171,0
7538,2544,2279,122290,0
3501,2544,2279,123019,0
19621,2554,2283,123727,0
18137,2554,2283,124456,0
12528,2554,2283,125185,0
18848,2600,2328,125313,0
11290,2601,2328,126041,0
21881,2694,2420,126258,0
11839,2694,2420,126987,0
19312,2704,2425,127136,0
12231,2704,2425,127865,0
11956,2706,2426,127974,0
9296,2706,2426,128703,0
497,2706,2426,129432,0
17236,2706,2426,130161,0
17737,2709,2427,130869,0
7216,2709,2427,131598,0
14894,2712,2427,132324,0
15009,2712,2427,133053,0
2656,2922,2634,133776,0
716,2922,2634,134505,0
7197,2922,2634,135234,0
2500,2924,2635,135956,0
15887,2924,2635,136685,0
5772,2925,2636,136788,0
14930,2925,2636,137517,0
9164,2929,2636,138242,0
17910,2929,2636,138971,0
12344,2929,2636,139700,0
10281,2930,2636,140428,0
1069,2930,2636,141157,0
6221,2931,2636,141885,0
8702,2933,2636,142612,0
7263,2933,2636,143341,0
572,2937,2637,143482,0
9373,2940,2638,144208,0
15143,2941,2638,144936,0
12019,2941,2638,145665,0
2005,2968,2661,146385,0
7021,2978,2665,147103,0
2564,2980,2666,147811,0
4716,2991,2673,148534,0
18793,3015,2694,149241,0
8238,3018,2696,149968,0
12192,3025,2703,150139,0
7009,3025,2703,150868,0
1507,3025,2703,151597,0
11741,3025,2703,152326,0
12448,3028,2705,153053,0
4168,3029,2705,153781,0
21810,3035,2706,154481,0
4485,3037,2706,155208,0
9262,3037,2706,155937,0
17847,3037,2706,156666,0
21095,3123,2786,156875,0
13251,3125,2787,157014,0
3166,3125,2787,157743,0
13808,3128,2789,157807,0
1262,3133,2792,157974,0
16820,3133,2792,158703,0
12341,3133,2792,159432,0
2188,3134,2792,160160,0
15387,3134,2792,160889,0
12563,3134,2792,161618,0
11499,3134,2792,162347,0
14664,3137,2794,162456,0
6299,3137,2794,163185,0
8572,3137,2794,163914,0
1367,3137,2794,164643,0
14683,3137,2794,165372,0
12445,3137,2794,166101,0
3322,3137,2794,166830,0
17858,3137,2794,167559,0
4245,3143,2798,167651,0
1901,3143,2798,168380,0
8055,3144,2799,168516,0
21622,3215,2864,168686,0
11656,3215,2864,169415,0
7690,3225,2870,169532,0
19411,3239,2873,170223,0
11753,3239,2873,170952,0
1371,3239,2873,171681,0
7289,3239,2873,172410,0
16234,3239,2873,173139,0
810,3259,2890,173864,0
19307,3301,2927,174014,0
4839,3309,2929,174735,0
4576,3309,2929,175464,0
4347,3309,2929,176193,0
11962,3309,2929,176922,0
10511,3310,2930,177012,0
17602,3310,2930,177741,0
11671,3310,2930,178470,0
8445,3312,2931,178571,0
4495,3312,2931,179300,0
14563,3315,2933,180006,0
7802,3315,2933,180735,0
14432,3320,2935,181459,0
10313,3320,2935,182188,0
2678,3320,2935,182917,0
16829,3320,2935,183646,0
17691,3320,2935,184375,0
13999,3320,2935,185104,0
280,3330,2940,185805,0
16011,3330,2940,186534,0
18400,3330,2940,187263,0
7546,3333,2942,187342,0
3202,3333,2942,188071,0
16687,3333,2942,188800,0
7526,3334,2942,189528,0
843,3358,2961,190242,0
18152,3360,2961,190969,0
13606,3374,2970,191134,0
14359,3384,2978,191860,0
11716,3384,2978,192589,0
16162,3384,2978,193318,0
2627,3384,2978,194047,0
6369,3384,2978,194776,0
19809,3385,2978,195504,0
3040,3385,2978,196233,0
10497,3385,2978,196962,0
9387,3385,2978,197691,0
5867,3387,2978,198418,0
11929,3387,2978,199147,0
11584,3387,2978,199876,0
10892,3387,2978,200605,0
21689,3402,2990,201329,0
9526,3402,2990,202058,0
1578,3402,2990,202787,0
17565,3408,2996,202871,0
13687,3408,2996,203600,0
5668,3408,2996,204329,0
5396,3408,2996,205058,0
216,3411,2998,205785,0
3923,3411,2998,206514,0
21325,3457,3043,206717,0
11309,3481,3062,206844,0
3376,3481,3062,207573,0
15356,3481,3062,208302,0
8931,3481,3062,209031,0
19251,3488,3065,209702,0
6016,3488,3065,210431,0
19174,3499,3074,211098,0
15117,3499,3074,211827,0
16012,3499,3074,212556,0
21801,3522,3090,212759,0
13540,3522,3090,213488,0
14890,3522,3090,214217,0
5579,3522,3090,214946,0
194,3523,3091,215078,0
1234,3523,3091,215807,0
15419,3523,3091,216536,0
5732,3524,3091,217264,0
19522,3535,3099,217940,0
11315,3535,3099,218669,0
4666,3535,3099,219398,0
20678,3545,3108,219622,0
5336,3546,3109,219753,0
77,3546,3109,220482,0
12146,3546,3109,221211,0
12130,3546,3109,221940,0
10447,3546,3109,222669,0
19460,3615,3174,223391,0
14872,3616,3174,224119,0
6002,3622,3175,224842,0
16610,3622,3175,225571,0
13660,3628,3178,226264,0
18681,3633,3179,226451,0
11805,3645,3188,227151,0
1840,3645,3188,227880,0
10774,3645,3188,228609,0
11325,3664,3199,228786,0
5996,3664,3199,229515,0
15497,3673,3204,229653,0
4132,3673,3204,230382,0
14972,3673,3204,231111,0
10153,3673,3204,231840,0
10812,3716,3239,232526,0
13908,3716,3239,233255,0
21475,3759,3278,233375,0
9607,3759,3278,234104,0
17838,3759,3278,234833,0
17018,3759,3278,235562,0
959,3766,3283,235679,0
12148,3766,3283,236408,0
15247,3766,3283,237137,0
19395,3818,3328,237855,0
13389,3818,3328,238584,0
17157,3818,3328,239313,0
5465,3818,3328,240042,0
18909,3879,3382,240701,0
1778,3881,3384,240820,0
19451,3937,3439,241469,0
12727,3955,3455,242172,0
10247,3955,3455,242901,0
5995,3955,3455,243630,0
17953,3955,3455,244359,0
12913,3955,3455,245088,0
1217,3955,3455,245817,0
13871,3955,3455,246546,0
21854,4039,3535,246784,0
18409,4039,3535,247513,0
6907,4039,3535,248242,0
16590,4039,3535,248971,0
15309,4041,3536,249036,0
616,4044,3537,249144,0
15568,4059,3548,249278,0
17788,4059,3548,250007,0
8376,4087,3572,250176,0
8087,4094,3574,250889,0
13839,4099,3578,251034,0
11056,4101,3578,251761,0
4579,4112,3582,252479,0
6046,4112,3582,253208,0
604,4131,3601,253359,0
16007,4131,3601,254088,0
9413,4134,3602,254750,0
16544,4134,3602,255479,0
14685,4134,3602,256208,0
17903,4146,3609,256386,0
542,4148,3611,256465,0
10271,4149,3611,257193,0
8151,4149,3611,257922,0
21428,4199,3661,258007,0
1477,4199,3661,258736,0
16129,4199,3661,259465,0
21617,4224,3684,260161,0
15950,4598,4053,260326,0
17739,4598,4053,261055,0
12580,4601,4055,261698,0
20504,4652,4102,262420,0
12265,4657,4105,262554,0
9638,4657,4105,263283,0
11252,4657,4105,264012,0
9440,4663,4108,264147,0
12570,4680,4121,264863,0
16821,4680,4121,265592,0
8729,4680,4121,266321,0
6316,4680,4121,267050,0
12002,4681,4121,267778,0
6238,4681,4121,268507,0
5842,4687,4126,268605,0
5717,4687,4126,269334,0
1962,4687,4126,270063,0
2377,4687,4126,270792,0
169,4687,4126,271521,0
16527,4687,4126,272250,0
6454,4687,4126,272979,0
14011,4690,4128,273099,0
7837,4690,4128,273828,0
21972,4714,4145,274548,0
18393,4714,4145,275277,0
3044,4715,4145,276005,0
14658,4723,4149,276706,0
4658,4723,4149,277435,0
15079,4723,4149,278164,0
19980,4736,4160,278768,0
4173,4736,4160,279497,0
12553,4736,4160,280226,0
15001,4736,4160,280955,0
14080,4736,4160,281684,0
5255,4736,4160,282413,0
5506,4736,4160,283142,0
15786,4739,4162,283271,0
5511,4739,4162,284000,0
4889,4755,4177,284137,0
14596,4755,4177,284866,0
17973,4755,4177,285595,0
10166,4758,4178,286273,0
3785,4758,4178,287002,0
1287,4758,4178,287731,0
10601,4758,4178,288460,0
11318,4759,4178,289188,0
11781,4759,4178,289917,0
14276,4761,4179,290626,0
18044,4761,4179,291355,0
10685,4762,4179,292083,0
8561,4762,4179,292812,0
2794,4762,4179,293541,0
6812,4762,4179,294270,0
2845,4766,4182,294449,0
7000,4766,4182,295178,0
16855,4766,4182,295907,0
20769,4794,4207,296023,0
17398,4794,4207,296752,0
6794,4794,4207,297481,0
6666,4794,4207,298210,0
18727,4800,4212,298363,0
9044,4800,4212,299092,0
2292,4800,4212,299821,0
4346,4802,4214,299916,0
324,4910,4314,300086,0
12633,5105,4508,300303,0
11080,5105,4508,301032,0
739,5110,4509,301739,0
14007,5111,4509,302467,0
1282,5111,4509,303196,0
21065,5120,4511,303917,0
19028,5138,4523,304620,0
4517,5138,4523,305349,0
19495,5152,4534,305546,0
2660,5157,4534,306270,0
1140,5157,4534,306999,0
16341,5158,4534,307727,0
12958,5159,4534,308455,0
21310,5166,4537,308637,0
10727,5205,4571,308816,0
20235,6211,5570,309513,0
15989,6211,5570,310242,0
775,6211,5570,310971,0
614,6218,5577,311075,0
12634,6218,5577,311804,0
10960,6218,5577,312533,0
1415,6218,5577,313262,0
5405,6219,5577,313990,0
8298,6237,5594,314163,0
17469,6237,5594,314892,0
18364,6239,5596,314951,0
1887,6239,5596,315680,0
12293,6239,5596,316409,0
19810,6275,5629,316602,0
9400,6275,5629,317331,0
15467,6275,5629,318060,0
12775,6275,5629,318789,0
13469,6279,5632,318883,0
12075,6287,5638,319608,0
8256,6287,5638,320337,0
3711,6289,5638,321064,0
2373,6290,5638,321792,0
14970,6290,5638,322521,0
12948,6290,5638,323250,0
1746,6291,5638,323978,0
18365,6291,5638,324707,0
3919,6291,5638,325436,0
15307,6291,5638,326165,0
10165,6297,5642,326252,0
4136,6298,5642,326980,0
11466,6300,5643,327125,0
9037,6304,5645,327851,0
10525,6304,5645,328580,0
18036,6304,5645,329309,0
1876,6306,5647,329468,0
18534,6349,5686,329645,0
14971,6349,5686,330374,0
390,6357,5688,331055,0
21870,6439,5762,331736,0
15996,6440,5763,331829,0
14401,6440,5763,332558,0
5440,6440,5763,333287,0
8279,6440,5763,334016,0
14230,6440,5763,334745,0
2859,6440,5763,335474,0
4301,6440,5763,336203,0
14388,6440,5763,336932,0
5752,6441,5764,336997,0
16622,6441,5764,337726,0
2835,6450,5772,337806,0
6476,6450,5772,338535,0
1339,6450,5772,339264,0
7268,6450,5772,339993,0
4128,6469,5788,340175,0
1839,6469,5788,340904,0
15875,6472,5789,341622,0
18657,6485,5798,341781,0
14048,6485,5798,342510,0
5917,6485,5798,343239,0
571,6488,5800,343943,0
13962,6489,5800,344671,0
15214,6492,5801,345397,0
970,6493,5801,346125,0
1236,6493,5801,346854,0
6925,6499,5803,347577,0
21091,6647,5941,347772,0
10934,6647,5941,348501,0
15598,6647,5941,349230,0
19209,6665,5956,349421,0
11865,6671,5960,350136,0
1950,6671,5960,350865,0
7426,6673,5962,351003,0
8691,6675,5963,351703,0
19658,6732,6017,351887,0
8041,6732,6017,352616,0
15518,6739,6020,353319,0
16806,6739,6020,354048,0
19972,6743,6022,354235,0
7731,6743,6022,354964,0
17749,6743,6022,355693,0
7825,6743,6022,356422,0
14206,6749,6025,356571,0
6266,6749,6025,357300,0
18734,6783,6056,358007,0
10862,6783,6056,358736,0
9006,6785,6058,358817,0
4199,6793,6063,359516,0
5587,6793,6063,360245,0
1260,6796,6063,360971,0
15174,6803,6066,361049,0
16259,6808,6068,361768,0
3580,6808,6068,362497,0
7601,6808,6068,363226,0
5348,6808,6068,363955,0
13423,6809,6069,364011,0
17527,6810,6069,364739,0
10523,6811,6069,365467,0
19235,6838,6090,365664,0
16998,6838,6090,366393,0
7018,6838,6090,367122,0
16391,6838,6090,367851,0
4247,6841,6092,368571,0
17474,6841,6092,369300,0
21669,6884,6129,370020,0
5496,6925,6165,370167,0
6329,6932,6166,370860,0
4082,6932,6166,371589,0
19429,6936,6168,372288,0
18683,7049,6281,372499,0
15004,7049,6281,373228,0
13519,7049,6281,373957,0
17351,7177,6404,374630,0
18056,7181,6406,374801,0
2123,7200,6425,374964,0
3881,7209,6433,375673,0
18466,7209,6433,376402,0
11679,7209,6433,377131,0
17599,7214,6434,377311,0
11769,7214,6434,378040,0
8525,7214,6434,378769,0
10936,7214,6434,379498,0
7556,7214,6434,380227,0
17373,7214,6434,380956,0
19849,7241,6454,381676,0
17874,7243,6456,381729,0
7285,7243,6456,382458,0
2270,7243,6456,383187,0
12124,7243,6456,383916,0
16189,7243,6456,384645,0
3537,7245,6457,384697,0
587,7246,6458,384836,0
2522,7246,6458,385565,0
11231,7246,6458,386294,0
5945,7246,6458,387023,0
18098,7251,6459,387726,0
1605,7251,6459,388455,0
5057,7251,6459,389184,0
20340,7253,6460,389866,0
5675,7257,6461,390488,0
491,7262,6464,390614,0
21398,7270,6468,390815,0
6916,7270,6468,391544,0
11031,7270,6468,392273,0
7258,7272,6470,392367,0
7434,7274,6470,393094,0
9332,7298,6494,393241,0
7391,7298,6494,393970,0
13201,7298,6494,394699,0
20434,7335,6528,394902,0
19947,7341,6528,395625,0
6575,7341,6528,396354,0
21511,7373,6544,397063,0
8393,7374,6544,397791,0
17044,7376,6546,397880,0
12352,7376,6546,398609,0
6000,7380,6548,399298,0
19763,7398,6563,400011,0
4004,7398,6563,400740,0
16239,7398,6563,401469,0
14947,7398,6563,402198,0
12575,7401,6566,402294,0
4841,7404,6569,402355,0
12295,7404,6569,403084,0
13464,7415,6577,403746,0
7550,7415,6577,404475,0
20144,7469,6626,404620,0
18586,7481,6633,405273,0
8537,7481,6633,406002,0
19677,7540,6690,406724,0
18744,7555,6703,407450,0
10765,7555,6703,408179,0
14906,7555,6703,408908,0
6153,7559,6704,409593,0
8892,7559,6704,410322,0
565,7562,6706,410456,0
20672,7595,6736,410598,0
9759,7598,6737,411317,0
16604,7598,6737,412046,0
14058,7598,6737,412775,0
9533,7599,6737,413503,0
1896,7599,6737,414232,0
7769,7599,6737,414961,0
4492,7602,6737,415687,0
2398,7602,6737,416416,0
14124,7610,6744,417142,0
3041,7611,6744,417870,0
3476,7611,6744,418599,0
17841,7611,6744,419328,0
17681,7611,6744,420057,0
17800,7611,6744,420786,0
17747,7616,6744,421510,0
18549,7617,6745,421757,0
18650,7620,6746,421941,0
4232,7624,6749,421983,0
308,7624,6749,422712,0
19244,7633,6754,423366,0
9805,7633,6754,424095,0
19962,7649,6763,424271,0
19120,7677,6790,424407,0
20909,7686,6793,424535,0
18523,7857,6958,425180,0
8523,7860,6959,425298,0
20355,7964,7059,425993,0
11936,7964,7059,426722,0
14991,7964,7059,427451,0
16523,7965,7059,428179,0
21286,7989,7078,428316,0
15246,7989,7078,429045,0
199,8019,7107,429200,0
4538,8019,7107,429929,0
9746,8019,7107,430658,0
16767,8023,7109,430772,0
1502,8023,7109,431501,0
20193,8025,7109,432228,0
9383,8028,7110,432940,0
4129,8028,7110,433669,0
9941,8028,7110,434398,0
20903,8060,7140,435124,0
6053,8064,7143,435255,0
15812,8064,7143,435984,0
13517,8064,7143,436713,0
18702,8087,7162,437436,0
18990,8139,7210,437626,0
10454,8139,7210,438355,0
9666,8139,7210,439084,0
16773,8139,7210,439813,0
11322,8139,7210,440542,0
12822,8146,7217,440661,0
11243,8149,7219,440687,0
15544,8149,7219,441416,0
16195,8149,7219,442145,0
17531,8149,7219,442874,0
18196,8149,7219,443603,0
17400,8149,7219,444332,0
9029,8149,7219,445061,0
19583,8150,7219,445789,0
2134,8150,7219,446518,0
17572,8150,7219,447247,0
8239,8152,7220,447934,0
6245,8188,7256,448105,0
9468,8192,7259,448825,0
1858,8219,7282,448917,0
21264,8275,7332,449115,0
11471,8275,7332,449844,0
1404,8276,7332,450572,0
15566,8276,7332,451301,0
14062,8276,7332,452030,0
4595,8321,7374,452184,0
772,8335,7385,452899,0
9954,8337,7386,452981,0
15623,8338,7386,453709,0
5068,8338,7386,454438,0
5500,8339,7387,454480,0
5455,8339,7387,455209,0
7923,8339,7387,455938,0
3195,8339,7387,456667,0
4656,8339,7387,457396,0
3330,8342,7389,457508,0
21432,8348,7392,458192,0
19108,8372,7410,458366,0
6694,8372,7410,459095,0
13919,8372,7410,459824,0
20628,8385,7419,460007,0
19927,8407,7435,460722,0
11999,8407,7435,461451,0
20044,8440,7465,462114,0
8882,8440,7465,462843,0
6343,8440,7465,463572,0
7661,8441,7466,463628,0
21471,8502,7524,464293,0
10190,8502,7524,465022,0
16161,8504,7526,465072,0
9426,8504,7526,465801,0
5431,8515,7532,466473,0
14647,8515,7532,467202,0
8226,8515,7532,467931,0
21072,8596,7607,468651,0
20041,8611,7617,469368,0
1532,8613,7619,469493,0
4032,8613,7619,470222,0
4227,8613,7619,470951,0
14511,8613,7619,471680,0
15131,8613,7619,472409,0
1356,8614,7620,472497,0
14646,8614,7620,473226,0
9330,8614,7620,473955,0
2402,8614,7620,474684,0
14877,8615,7621,474797,0
15974,8690,7691,475501,0
10719,8690,7691,476230,0
1788,8690,7691,476959,0
17960,8693,7692,477064,0
18191,8706,7699,477216,0
19846,8742,7732,477419,0
4541,8742,7732,478148,0
18813,8763,7751,478319,0
19704,8802,7787,478482,0
7265,8803,7787,479210,0
2897,8803,7787,479939,0
5962,8803,7787,480668,0
13634,8803,7787,481397,0
21536,8816,7799,482104,0
4209,8816,7799,482833,0
7095,8827,7809,482980,0
14936,8828,7809,483708,0
6531,8828,7809,484437,0
7135,8828,7809,485166,0
5987,8828,7809,485895,0
20957,9459,8427,486574,0
19314,9536,8499,487234,0
10389,9538,8500,487941,0
6430,9540,8500,488668,0
1734,9540,8500,489397,0
6273,9540,8500,490126,0
3637,9540,8500,490855,0
4542,9561,8520,491582,0
3373,9562,8520,492310,0
9925,9565,8521,492376,0
20910,9606,8560,492553,0
3540,9606,8560,493282,0
13759,9607,8560,494010,0
15698,9609,8561,494722,0
2368,9609,8561,495451,0
18277,9609,8561,496180,0
7473,9610,8561,496908,0
18175,9610,8561,497637,0
3428,9610,8561,498366,0
2831,9612,8562,499093,0
20530,9662,8609,499748,0
16559,9662,8609,500477,0
9859,9662,8609,501206,0
21847,9673,8617,501913,0
7151,9687,8629,502629,0
1000,9688,8629,503357,0
18918,9725,8662,504076,0
3256,9733,8664,504222,0
6656,9735,8666,504299,0
11423,9738,8667,505025,0
12434,9738,8667,505754,0
5759,9740,8668,506476,0
4567,9741,8669,506566,0
17411,9741,8669,507295,0
17365,9741,8669,508024,0
6837,9741,8669,508753,0
14738,9741,8669,509482,0
9710,9743,8669,510209,0
8714,9743,8669,510938,0
18455,9743,8669,511667,0
7319,9743,8669,512396,0
14629,9757,8674,513100,0
3361,9759,8675,513182,0
4363,9766,8679,513906,0
19945,9823,8733,514088,0
9583,9823,8733,514817,0
14368,9824,8734,514861,0
7353,9824,8734,515590,0
15682,9830,8735,516246,0
5775,9831,8735,516974,0
21545,9858,8760,517153,0
2828,9858,8760,517882,0
16562,9864,8765,518609,0
1878,9867,8767,519336,0
9228,9867,8767,520065,0
14345,9868,8768,520123,0
6618,9869,8768,520851,0
4581,9869,8768,521580,0
14189,9869,8768,522309,0
16854,9869,8768,523038,0
9922,9869,8768,523767,0
9758,9871,8769,523832,0
16482,9877,8771,524556,0
9447,9879,8772,525270,0
12678,9881,8773,525329,0
11770,9881,8773,526058,0
8529,9882,8774,526094,0
16116,9884,8776,526189,0
16311,9887,8778,526276,0
19616,9909,8790,526985,0
16481,9909,8790,527714,0
4907,9918,8796,527840,0
15483,9920,8796,528567,0
20086,9978,8852,529256,0
21406,10092,8965,529467,0
17895,10092,8965,530196,0
21744,10116,8982,530423,0
8820,10118,8984,530491,0
14523,10155,9014,530646,0
11989,10190,9045,531369,0
20510,10236,9088,532037,0
10432,10240,9089,532762,0
13219,10240,9089,533491,0
8520,10240,9089,534220,0
14130,10240,9089,534949,0
17091,10240,9089,535678,0
6204,10240,9089,536407,0
20300,10289,9136,536577,0
16595,10289,9136,537306,0
9504,10289,9136,538035,0
15883,10289,9136,538764,0
10324,10289,9136,539493,0
6436,10291,9138,539552,0
18159,10291,9138,540281,0
13486,10291,9138,541010,0
21070,10427,9273,541240,0
10487,10462,9306,541407,0
9436,10462,9306,542136,0
18002,10462,9306,542865,0
8063,10462,9306,543594,0
17093,10462,9306,544323,0
6426,10464,9308,544403,0
5807,10464,9308,545132,0
17383,10464,9308,545861,0
15245,10464,9308,546590,0
15100,10464,9308,547319,0
3377,10468,9312,547444,0
12991,10469,9312,548172,0
10069,10470,9313,548209,0
17690,10470,9313,548938,0
9845,10470,9313,549667,0
15208,10470,9313,550396,0
4268,10470,9313,551125,0
4497,10470,9313,551854,0
1894,10470,9313,552583,0
232,10470,9313,553312,0
258,10481,9321,554036,0
19525,10490,9327,554738,0
14398,10490,9327,555467,0
2711,10490,9327,556196,0
16044,10490,9327,556925,0
8901,10490,9327,557654,0
4826,10542,9375,558355,0
3884,10542,9375,559084,0
3170,10603,9425,559312,0
16676,10603,9425,560041,0
11725,10603,9425,560770,0
4628,10607,9428,560889,0
6293,10659,9475,560996,0
18174,10683,9498,561145,0
12679,10683,9498,561874,0
8893,10683,9498,562603,0
5223,10683,9498,563332,0
4422,10683,9498,564061,0
387,10687,9498,564786,0
15836,10687,9498,565515,0
3996,10687,9498,566244,0
18758,10722,9528,566461,0
1772,10722,9528,567190,0
6654,10722,9528,567919,0
12114,10722,9528,568648,0
12414,10722,9528,569377,0
3684,10786,9583,570093,0
13393,10786,9583,570822,0
21199,10824,9618,571030,0
16623,10824,9618,571759,0
6969,10824,9618,572488,0
14037,10834,9625,572611,0
14903,10837,9627,572642,0
13711,10837,9627,573371,0
16956,10837,9627,574100,0
1627,10848,9636,574193,0
8406,10848,9636,574922,0
1031,10961,9742,575640,0
10172,10961,9742,576369,0
15633,11152,9929,577070,0
13290,11154,9931,577192,0
8666,11154,9931,577921,0
7325,11159,9934,578641,0
11303,11160,9934,579369,0
5172,11163,9935,580095,0
21794,11181,9943,580799,0
5639,11181,9943,581528,0
4461,11184,9946,581625,0
3876,11191,9952,581737,0
17312,11191,9952,582466,0
18493,11280,10032,583183,0
4436,11282,10033,583317,0
10125,11282,10033,584046,0
6705,11282,10033,584775,0
4044,11282,10033,585504,0
