4393,28,23
3514,0,0
642,0,0
4805,0,0
13534,57,57
5352,27,17
18778,1281,1271
3372,0,0
8951,19,8
19461,127,111
17018,0,0
13776,0,0
5835,0,0
4245,54,46
13058,0,0
14803,21,9
9953,20,19
10868,23,11
19891,7342,7291
16043,0,0
15675,0,0
2356,171,161
4555,0,0
20208,673,650
10518,0,0
6869,0,0
1515,0,0
11523,0,0
17026,0,0
20575,606,587
11049,0,0
1409,0,0
6925,35,23
4305,44,28
9790,102,82
6347,0,0
18323,57,46
13589,0,0
3164,0,0
16732,0,0
16390,0,0
3604,160,142
20754,491,482
11723,0,0
9056,84,80
15791,0,0
6304,2238,2207
12039,0,0
3160,6,0
19929,821,814
6706,8,3
8814,0,0
21446,322,300
13916,29,28
4155,0,0
3330,11,9
9242,12,11
17414,0,0
21933,759,728
16561,0,0
17455,0,0
2190,0,0
3262,72,66
3973,44,23
10391,0,0
15579,0,0
1738,0,0
10649,32,28
8218,0,0
9305,84,64
5921,40,23
2182,0,0
12893,0,0
18743,152,122
12910,280,258
1036,0,0
7358,0,0
2664,0,0
912,41,23
3524,0,0
15623,108,74
15935,0,0
21661,995,975
3076,0,0
3222,0,0
20295,966,934
10627,0,0
19534,3003,2992
10869,0,0
15259,48,16
4134,236,216
16159,0,0
154,6,3
6003,0,0
16064,0,0
11887,0,0
4864,0,0
20802,1124,1110
3421,0,0
7162,0,0
10904,0,0
19262,798,780
8306,0,0
1939,0,0
11855,0,0
20088,637,626
18055,0,0
9625,0,0
6727,0,0
2948,0,0
11340,0,0
19604,474,455
13898,51,44
9548,0,0
14962,0,0
360,36,18
3715,0,0
11224,32,19
19664,300,297
12769,0,0
15958,0,0
16706,0,0
7564,27,18
11692,0,0
4185,0,0
13815,0,0
15625,301,258
15664,0,0
21959,655,615
9329,25,15
15644,0,0
6680,0,0
5429,0,0
2097,0,0
10968,1248,1246
7888,31,28
13729,0,0
15122,0,0
12337,50,21
18745,935,905
18654,2410,2402
5646,0,0
5278,0,0
21778,606,587
17320,0,0
18630,785,755
3075,0,0
16321,0,0
8251,0,0
784,42,32
7109,0,0
20478,578,575
13449,0,0
21574,975,938
7501,0,0
687,252,218
1346,0,0
7392,0,0
21404,863,849
9787,0,0
19732,1026,1008
17591,0,0
2655,0,0
2885,64,64
2831,459,425
5439,149,138
16372,126,103
16731,0,0
12385,777,758
9466,47,32
8120,1148,1107
8096,0,0
721,310,296
10406,0,0
17374,61,49
11526,22,17
11213,21,10
9626,0,0
13893,0,0
12140,27,15
