4393,1,0
3514,0,0
642,0,0
4805,0,0
13534,7,4
5352,1,0
18778,89,82
3372,0,0
8951,1,0
19461,46,44
17018,0,0
13776,0,0
5835,0,0
4245,8,8
13058,0,0
14803,7,6
9953,4,3
10868,5,4
19891,186,176
16043,0,0
15675,0,0
2356,10,10
4555,0,0
20208,14,6
10518,0,0
6869,0,0
1515,0,0
11523,0,0
17026,0,0
20575,123,118
11049,0,0
1409,0,0
6925,6,6
4305,5,0
9790,7,2
6347,0,0
18323,7,2
13589,0,0
3164,0,0
16732,0,0
16390,0,0
3604,9,4
20754,68,66
11723,0,0
9056,2,0
15791,0,0
6304,43,40
12039,0,0
3160,7,5
19929,8,3
6706,2,0
8814,0,0
21446,14,10
13916,3,0
4155,0,0
3330,1,0
9242,2,1
17414,0,0
21933,6,1
16561,0,0
17455,0,0
2190,0,0
3262,6,3
3973,6,5
10391,0,0
15579,0,0
1738,0,0
10649,7,7
8218,0,0
9305,9,8
5921,3,2
2182,0,0
12893,0,0
18743,27,16
12910,9,1
1036,0,0
7358,0,0
2664,0,0
912,3,0
3524,0,0
15623,6,1
15935,0,0
21661,156,154
3076,0,0
3222,0,0
20295,9,2
10627,0,0
19534,86,82
10869,0,0
15259,9,3
4134,7,2
16159,0,0
154,2,0
6003,0,0
16064,0,0
11887,0,0
4864,0,0
20802,28,25
3421,0,0
7162,0,0
10904,0,0
19262,22,22
8306,0,0
1939,0,0
11855,0,0
20088,16,8
18055,0,0
9625,0,0
6727,0,0
2948,0,0
11340,0,0
19604,95,95
13898,3,1
9548,0,0
14962,0,0
360,6,2
3715,0,0
11224,2,1
19664,21,15
12769,0,0
15958,0,0
16706,0,0
7564,5,2
11692,0,0
4185,0,0
13815,0,0
15625,132,125
15664,0,0
21959,3,0
9329,11,11
15644,0,0
6680,0,0
5429,0,0
2097,0,0
10968,5,5
7888,1,1
13729,0,0
15122,0,0
12337,11,10
18745,21,10
18654,30,26
5646,0,0
5278,0,0
21778,69,55
17320,0,0
18630,38,30
3075,0,0
16321,0,0
8251,0,0
784,7,6
7109,0,0
20478,11,0
13449,0,0
21574,89,77
7501,0,0
687,32,26
1346,0,0
7392,0,0
21404,54,49
9787,0,0
19732,37,34
17591,0,0
2655,0,0
2885,2,1
2831,31,22
5439,26,23
16372,9,3
16731,0,0
12385,5,3
9466,2,1
8120,2,1
8096,0,0
721,22,22
10406,0,0
17374,1,0
11526,7,6
11213,3,1
9626,0,0
13893,0,0
12140,1,0
9609,0,0
4714,0,0
7073,0,0
7528,0,0
5707,0,0
5869,0,0
2087,3,0
6510,0,0
1931,0,0
11452,4,0
1124,0,0
3248,0,0
20121,40,39
2307,0,0
14794,0,0
18810,14,6
1652,0,0
5029,1,1
18170,0,0
16921,3,3
6593,0,0
2401,0,0
8484,7,7
5408,41,39
12698,0,0
20309,6,1
11668,9,7
17287,2,2
15108,8,6
5755,0,0
1719,0,0
20777,46,43
13541,0,0
21262,147,143
12048,0,0
10823,0,0
5849,3,1
3728,97,87
15981,0,0
10157,0,0
5844,0,0
8891,8,3
6687,0,0
15248,1,1
21996,39,37
3615,46,43
2610,7,2
21614,29,19
4432,0,0
1374,0,0
3287,1,1
13425,9,9
20573,67,60
17135,0,0
3806,8,3
19907,91,82
6252,0,0
5786,0,0
19137,80,78
2871,0,0
21841,9,2
10920,0,0
21951,108,98
11604,12,5
14993,2,1
15175,0,0
2993,0,0
10782,0,0
8613,6,5
4736,1,1
4321,1,1
6691,0,0
8529,2,0
7486,26,24
16632,0,0
10233,0,0
20018,268,252
21799,654,647
172,3,1
2920,1,1
19691,30,29
19258,18,12
16402,5,5
13590,5,3
14774,3,3
9393,0,0
11655,0,0
18434,0,0
13948,5,4
17064,308,304
3657,0,0
4026,0,0
10816,3,2
21640,14,5
16122,0,0
15667,1,0
21943,489,481
15450,0,0
3807,1,1
8520,0,0
7303,0,0
14937,0,0
3212,0,0
14304,2,0
15978,14,13
3986,0,0
2959,1,1
7862,0,0
18661,27,22
2380,0,0
13728,0,0
3820,9,6
7422,5,2
15949,2,0
12799,0,0
16164,0,0
9491,1,1
15389,20,17
21808,132,127
21370,89,86
19212,109,102
10831,2,1
14064,3,1
6218,0,0
12126,0,0
17794,1,0
21956,144,142
8038,2,1
16824,0,0
17482,2,0
21548,128,120
19410,17,13
43,5,2
13530,5,2
1396,3,0
10567,3,2
117,0,0
12425,32,31
7623,0,0
3031,0,0
12024,1,1
13104,0,0
4821,1,1
2402,0,0
13208,0,0
21832,147,144
5806,0,0
12586,0,0
15155,29,21
1452,0,0
3719,187,179
21759,24,20
6479,0,0
16636,7,2
5866,3,0
6217,4,1
19778,58,57
3158,5,5
21045,115,114
5042,5,3
8263,0,0
13998,1,0
12755,0,0
10957,0,0
4013,4,2
16980,0,0
21373,89,82
15242,0,0
16061,0,0
8108,0,0
13712,0,0
7113,0,0
589,7,3
19772,27,23
6065,6,6
11795,3,1
9065,27,24
14228,3,0
18347,0,0
2353,0,0
13422,0,0
8554,0,0
8812,2,0
10966,2,1
3507,2,1
6467,17,13
10854,0,0
15757,6,3
15580,0,0
14723,0,0
8551,0,0
20281,8,1
12940,0,0
1200,0,0
14742,0,0
11139,0,0
7100,0,0
7692,1,1
21767,53,50
18162,0,0
9403,0,0
14075,0,0
4573,0,0
8124,0,0
20403,18,8
1064,0,0
2286,4,1
19979,45,36
5124,2,1
12738,0,0
11742,2,1
9812,0,0
16335,2,1
12892,0,0
7332,0,0
10900,1,0
16651,0,0
5400,0,0
3400,2,1
9163,5,2
16207,0,0
10394,0,0
6683,0,0
15889,0,0
16222,1,1
77,0,0
18832,34,27
19426,36,35
3969,0,0
12902,0,0
12908,1,0
2251,1,0
20555,1493,1490
4480,0,0
5137,2,0
3858,11,8
19558,42,37
12229,0,0
13460,1,1
4046,0,0
1810,0,0
14139,17,16
21351,44,38
19983,6,2
11973,0,0
12591,1264,1262
836,0,0
5645,0,0
20142,88,80
846,3,2
8379,2,2
9333,0,0
2338,0,0
20637,48,45
1245,10,6
18374,5,2
6618,6,4
6554,41,41
15816,0,0
17229,9,4
21544,29,23
2261,6,4
13173,10,3
20811,23,16
12339,19,19
7371,0,0
6874,0,0
18338,3,3
21083,16,9
11946,0,0
15489,2,1
1837,81,81
5769,261,250
6914,0,0
2139,0,0
2832,0,0
16623,0,0
13877,3,2
21629,18,11
14431,2,0
12542,2,0
9579,0,0
1197,0,0
17466,0,0
6754,0,0
19486,51,48
3414,1,1
14227,0,0
21891,181,172
4467,0,0
14509,0,0
1798,0,0
21362,97,93
2537,0,0
970,14,4
4225,0,0
1146,1,0
20379,9,5
19181,8,4
21347,156,151
12712,2,2
20713,89,85
14838,2,1
1594,1,0
14845,0,0
11164,0,0
4829,9,7
19630,59,56
16601,0,0
21500,49,45
7934,4,0
8958,1,1
18554,17,9
10280,2,1
8899,0,0
14823,0,0
5542,0,0
13399,20,16
11091,0,0
20515,12,3
18803,12,4
13183,7,2
21358,54,48
3765,2,0
10056,0,0
2617,1,0
14337,0,0
734,17,16
15706,0,0
20380,177,170
1839,0,0
18866,16,8
2744,0,0
10297,0,0
16117,0,0
17099,0,0
988,3,1
20708,60,52
10893,5,3
11743,60,57
9103,19,16
14543,114,106
3989,4,3
17449,0,0
10576,0,0
3944,0,0
21003,136,125
15441,9,5
7784,24,24
9805,0,0
9175,0,0
7963,0,0
8089,0,0
17143,11,9
17624,0,0
16348,6,3
13509,0,0
12801,1,0
12050,0,0
2103,0,0
16680,1,1
10060,0,0
47,0,0
12554,0,0
14444,0,0
5428,0,0
1455,0,0
15054,0,0
13824,7,5
4475,0,0
5057,0,0
19147,60,59
14049,0,0
619,12,9
14899,2,1
16209,0,0
7580,0,0
6362,0,0
13915,5,1
15596,0,0
16316,6,3
12295,0,0
1534,38,37
7568,3,0
8252,17,14
18426,0,0
19997,59,52
15814,0,0
5625,0,0
1382,0,0
20334,2,1
21189,14,5
13537,0,0
15437,5,5
9707,12,7
9520,0,0
7143,0,0
13714,0,0
4955,1,0
1264,0,0
8811,0,0
20029,36,34
21617,13,9
19447,38,23
10702,0,0
16383,39,36
11009,0,0
9741,3,0
5160,0,0
21203,35,32
89,4,3
21578,3,0
5942,0,0
4402,8,3
5334,1,0
15019,0,0
19174,46,45
4628,7,2
12289,0,0
13578,0,0
8698,0,0
5412,0,0
13788,0,0
11713,0,0
14183,31,31
8876,4,2
18757,20,20
15833,7,3
2153,0,0
19267,59,57
16805,0,0
221,0,0
2111,0,0
18353,2,0
11022,0,0
19325,90,81
19794,24,22
4826,30,21
50,0,0
18423,0,0
9227,0,0
5337,0,0
1864,14,13
1301,2,1
9379,1,0
1583,38,29
4521,0,0
17190,0,0
21283,48,46
17581,2,0
11547,14,14
17869,4,3
4817,0,0
3802,5,2
9490,0,0
8426,1,1
11962,0,0
4311,16,10
3876,4,1
4436,3,2
17575,0,0
16340,0,0
3871,0,0
7060,4,4
18062,0,0
4098,0,0
10537,1,0
5890,13,6
6143,0,0
1189,0,0
18388,2,0
19655,35,30
8309,0,0
8323,0,0
20473,44,40
6953,0,0
3219,21,14
10760,0,0
3737,1,1
12697,22,21
5086,2,2
2868,1,1
10402,2,0
7655,2,0
9598,0,0
6581,0,0
21788,69,67
16710,0,0
16069,30,21
13057,0,0
14258,0,0
3999,0,0
4006,0,0
4636,0,0
8494,0,0
20198,114,111
12099,0,0
5242,20,12
5857,0,0
2750,2,1
8777,0,0
14497,8,2
8370,0,0
13303,3,0
5338,0,0
5829,3,2
21946,53,47
16708,2,1
9155,0,0
2163,10,0
9111,0,0
19449,50,45
9755,4,1
9957,0,0
